strain,d_curvature_std_hips_w_backward_50th_medianDiff_all,d_path_curvature_body_IQR_medianDiff_all,d_path_curvature_body_abs_10th_medianDiff_all,d_path_curvature_body_abs_50th_medianDiff_all,d_path_curvature_body_norm_abs_10th_medianDiff_all,d_path_curvature_body_w_backward_10th_medianDiff_all,d_path_curvature_body_w_backward_90th_medianDiff_all,d_path_curvature_body_w_backward_IQR_medianDiff_all,d_path_curvature_body_w_backward_abs_10th_medianDiff_all,d_path_curvature_body_w_backward_abs_50th_medianDiff_all,d_path_curvature_body_w_backward_abs_90th_medianDiff_all,d_path_curvature_body_w_backward_abs_IQR_medianDiff_all,d_path_curvature_body_w_forward_abs_10th_medianDiff_all,d_path_curvature_head_IQR_medianDiff_all,d_path_curvature_head_abs_10th_medianDiff_all,d_path_curvature_head_abs_50th_medianDiff_all,d_path_curvature_head_abs_IQR_medianDiff_all,d_path_curvature_head_norm_abs_10th_medianDiff_all,d_path_curvature_head_w_backward_10th_medianDiff_all,d_path_curvature_head_w_backward_90th_medianDiff_all,d_path_curvature_head_w_backward_IQR_medianDiff_all,d_path_curvature_head_w_backward_abs_10th_medianDiff_all,d_path_curvature_head_w_backward_abs_50th_medianDiff_all,d_path_curvature_head_w_backward_abs_90th_medianDiff_all,d_path_curvature_head_w_backward_abs_IQR_medianDiff_all,d_path_curvature_head_w_forward_abs_10th_medianDiff_all,d_path_curvature_head_w_paused_10th_medianDiff_all,d_path_curvature_midbody_IQR_medianDiff_all,d_path_curvature_midbody_abs_10th_medianDiff_all,d_path_curvature_midbody_abs_50th_medianDiff_all,d_path_curvature_midbody_norm_abs_10th_medianDiff_all,d_path_curvature_midbody_w_backward_10th_medianDiff_all,d_path_curvature_midbody_w_backward_90th_medianDiff_all,d_path_curvature_midbody_w_backward_IQR_medianDiff_all,d_path_curvature_midbody_w_backward_abs_10th_medianDiff_all,d_path_curvature_midbody_w_backward_abs_50th_medianDiff_all,d_path_curvature_midbody_w_backward_abs_90th_medianDiff_all,d_path_curvature_midbody_w_backward_abs_IQR_medianDiff_all,d_path_curvature_midbody_w_paused_IQR_medianDiff_all,d_path_curvature_tail_IQR_medianDiff_all,d_path_curvature_tail_abs_10th_medianDiff_all,d_path_curvature_tail_abs_50th_medianDiff_all,d_path_curvature_tail_norm_abs_10th_medianDiff_all,d_path_curvature_tail_w_backward_10th_medianDiff_all,d_path_curvature_tail_w_backward_90th_medianDiff_all,d_path_curvature_tail_w_backward_IQR_medianDiff_all,d_path_curvature_tail_w_backward_abs_10th_medianDiff_all,d_path_curvature_tail_w_backward_abs_50th_medianDiff_all,d_path_curvature_tail_w_backward_abs_90th_medianDiff_all,d_path_curvature_tail_w_backward_abs_IQR_medianDiff_all,d_path_curvature_tail_w_forward_abs_10th_medianDiff_all,path_curvature_body_10th_medianDiff_all,path_curvature_body_50th_medianDiff_all,path_curvature_body_abs_50th_medianDiff_all,path_curvature_body_abs_90th_medianDiff_all,path_curvature_body_w_backward_10th_medianDiff_all,path_curvature_body_w_backward_90th_medianDiff_all,path_curvature_body_w_backward_IQR_medianDiff_all,path_curvature_body_w_backward_abs_50th_medianDiff_all,path_curvature_body_w_backward_abs_90th_medianDiff_all,path_curvature_body_w_backward_abs_IQR_medianDiff_all,path_curvature_body_w_paused_50th_medianDiff_all,path_curvature_body_w_paused_abs_50th_medianDiff_all,path_curvature_head_10th_medianDiff_all,path_curvature_head_50th_medianDiff_all,path_curvature_head_abs_90th_medianDiff_all,path_curvature_head_w_backward_10th_medianDiff_all,path_curvature_head_w_backward_90th_medianDiff_all,path_curvature_head_w_backward_IQR_medianDiff_all,path_curvature_head_w_backward_abs_10th_medianDiff_all,path_curvature_head_w_backward_abs_50th_medianDiff_all,path_curvature_head_w_backward_abs_90th_medianDiff_all,path_curvature_head_w_backward_abs_IQR_medianDiff_all,path_curvature_head_w_paused_50th_medianDiff_all,path_curvature_head_w_paused_abs_50th_medianDiff_all,path_curvature_midbody_10th_medianDiff_all,path_curvature_midbody_50th_medianDiff_all,path_curvature_midbody_abs_50th_medianDiff_all,path_curvature_midbody_abs_90th_medianDiff_all,path_curvature_midbody_w_backward_10th_medianDiff_all,path_curvature_midbody_w_backward_90th_medianDiff_all,path_curvature_midbody_w_backward_IQR_medianDiff_all,path_curvature_midbody_w_backward_abs_50th_medianDiff_all,path_curvature_midbody_w_backward_abs_90th_medianDiff_all,path_curvature_midbody_w_backward_abs_IQR_medianDiff_all,path_curvature_midbody_w_paused_50th_medianDiff_all,path_curvature_midbody_w_paused_abs_50th_medianDiff_all,path_curvature_tail_10th_medianDiff_all,path_curvature_tail_50th_medianDiff_all,path_curvature_tail_abs_50th_medianDiff_all,path_curvature_tail_abs_90th_medianDiff_all,path_curvature_tail_w_backward_10th_medianDiff_all,path_curvature_tail_w_backward_90th_medianDiff_all,path_curvature_tail_w_backward_IQR_medianDiff_all,path_curvature_tail_w_backward_abs_50th_medianDiff_all,path_curvature_tail_w_backward_abs_90th_medianDiff_all,path_curvature_tail_w_backward_abs_IQR_medianDiff_all,path_curvature_tail_w_paused_10th_medianDiff_all,path_curvature_tail_w_paused_50th_medianDiff_all,path_curvature_tail_w_paused_abs_50th_medianDiff_all,path_curvature_tail_w_paused_abs_90th_medianDiff_all
CX11276,3.3227e-05,-0.00039094,-0.00010185,-0.00019582,-0.019206,0.084905,-0.17949,-0.0014764,-8.6572e-05,-0.00070396,-0.73738,-0.038356,-3.3241e-05,-0.0031863,-0.00094495,-0.0015916,0.00096032,-0.38042,0.0068427,-0.011912,-0.0027249,-0.00022372,-0.0013477,-0.0096104,-0.0059865,-0.00054138,0.003499,-0.00066552,-0.00018888,-0.00033428,-0.047995,0.28572,-0.12984,-0.0015111,-0.00015644,-0.00070404,-1.0398,-0.061834,-5.3377e-05,-0.0010026,-0.00036847,-0.00050049,-0.099425,0.24543,-0.31792,-0.0036117,-0.00020404,-0.0018282,-1.4303,-0.089471,-5.7354e-05,-9.223372036854776e+18,-0.00011917,0.00019687,9.223372036854776e+18,0.0047231,-0.012484,-0.0017618,-0.00079625,-0.084983,-0.0013732,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00065865,9.223372036854776e+18,-0.0010112,-0.00025468,-0.00047488,-0.00014019,-0.00028416,0.0051683,0.00028486,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00024738,0.00033938,9.223372036854776e+18,0.0092751,-0.0029339,-0.0015937,-0.00079622,-0.11898,-0.0027835,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0004326,0.00045202,9.223372036854776e+18,0.0051061,-0.018453,-0.0012707,-0.00059813,-0.20404,-0.005954,0,-9.223372036854776e+18,9.223372036854776e+18,0
CX11285,-1.2057e-05,-0.00023021,-9.7967e-05,-0.00011527,-0.031418,0.28162,-0.41206,-0.0038159,-0.00014815,-0.0018735,-1.833,-0.11989,-3.6736e-05,-0.00263,-0.0013549,-0.0013125,0.0015308,-0.50743,0.015223,-0.022762,-0.0050018,-0.00048232,-0.0024796,-0.11038,-0.011438,-0.00047398,0.0029436,-0.0022994,-0.00034145,-0.0011502,-0.17069,0.49779,-0.32574,-0.0071343,-0.00034967,-0.0034755,-1.867,-0.10071,-0.0017354,-0.0034224,-0.00070441,-0.0017115,-0.37467,0.37588,-0.42644,-0.0085292,-0.00059033,-0.0041574,-1.3517,-0.14085,-0.0003014,-0.0039074,-8.2819e-05,0.00020973,0.026885,0.0024609,-0.012982,-0.00085239,-0.00042887,-0.23256,-0.0046588,-9.223372036854776e+18,9.223372036854776e+18,-0.0040043,-0.00018719,0.013922,0.0025407,-0.00068691,-5.5653e-05,-1.7407e-06,1.5543e-05,-0.0099914,-0.0018101,-9.223372036854776e+18,9.223372036854776e+18,-0.0036743,-0.00011333,0.00019357,0.024202,0.014212,-0.0053328,-0.00085939,-0.00041407,-0.21536,-0.0045087,-9.223372036854776e+18,9.223372036854776e+18,-0.0048408,-0.0001826,0.0003303,0.031109,0.014925,-0.023387,-0.0010927,-0.00055247,-0.24935,-0.010762,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
CX11292,-5.4975e-05,-0.00038709,-8.0901e-05,-0.00019434,-0.02879,0.85408,-0.65619,-0.0063084,-8.4081e-05,-0.0030812,-2.1141,-0.2739,-1.5896e-05,-0.002644,-0.001016,-0.0013002,0.0016486,-0.37691,0.016539,-0.021442,-0.0055155,-0.00051047,-0.0027327,-0.095704,-0.011346,-0.00036417,0.00016567,-0.0014405,-0.00027502,-0.00071882,-0.11607,0.82944,-0.68177,-0.0073005,-0.00025919,-0.0036434,-2.6571,-0.26659,0,-0.0021877,-0.0004924,-0.0010919,-0.21904,0.8746,-0.97089,-0.008464,-0.00034316,-0.0039464,-2.9423,-0.32775,-0.00018357,-9.223372036854776e+18,-0.00019,0.00026441,9.223372036854776e+18,0.019716,-0.031142,-0.00056031,-0.00026347,-0.40262,-0.010014,0,0,-9.223372036854776e+18,-0.0014365,9.223372036854776e+18,0.0023885,-0.0044169,-0.00056748,-6.245e-05,-0.00029046,-0.0065393,-0.001887,0,0,-9.223372036854776e+18,-0.00058516,0.00057596,9.223372036854776e+18,0.039896,-0.013666,-0.00063409,-0.00031037,-0.3987,-0.0089745,0,0,-9.223372036854776e+18,-0.00093135,0.00065241,9.223372036854776e+18,0.052315,-0.028998,-0.00044838,-0.00022255,-0.5663,-0.011263,0,0,0,0
CX11307,-8.0825e-05,-0.0002276,-8.0473e-05,-0.00011411,-0.017917,0.33317,-0.41286,-0.0065736,-0.00019937,-0.0032771,-0.98094,-0.14021,-9.0521e-06,-0.0012684,-0.00079977,-0.00063462,0.00095388,-0.25109,0.035086,-0.024143,-0.0048651,-0.00069856,-0.0024388,-0.12865,-0.013704,-0.00024746,0.018439,-0.00022053,-0.00022538,-0.00011023,-0.040765,0.48921,-0.33224,-0.0075419,-0.00039318,-0.0036971,-1.7594,-0.12342,-0.0014822,-0.00076388,-0.00044281,-0.000385,-0.093745,0.48965,-0.35657,-0.01167,-0.00064663,-0.0059363,-1.1836,-0.1696,-6.3369e-05,-0.0026334,-4.6894e-05,5.4124e-05,0.018175,0.025991,-0.039786,-0.0015883,-0.00073154,-0.29636,-0.0094564,-0.0040706,0.0089655,-0.0038141,-0.00033666,0.0087551,0.0047619,-0.0073598,-0.0017268,-0.00023864,-0.00085619,-0.01959,-0.0029725,-0.0052467,0.013854,-0.0031553,-0.00010835,0.00019924,0.015511,0.026839,-0.035883,-0.00059194,-0.00027634,-0.28196,-0.010173,-0.0048437,0.0069279,-0.0033615,4.6641e-05,0.00013728,0.018718,0.072766,-0.017291,-0.0024312,-0.0012343,-0.35071,-0.02206,0,-0.00080839,0.0074418,0
CX11314,-0.00010686,-0.00034594,-0.00010564,-0.00017308,-0.031567,0.21734,-0.24061,-0.004163,-0.00010794,-0.0020329,-0.96292,-0.082008,-2.125e-05,-0.0006009,-0.0010291,-0.00029883,0.0021659,-0.3604,0.026316,-0.021132,-0.0040256,-0.0004382,-0.0020402,-0.080082,-0.01186,-0.00021528,0.0097309,-0.00077625,-0.00033236,-0.00038873,-0.076847,0.29652,-0.26788,-0.0062212,-0.00020686,-0.0031269,-1.1491,-0.097147,-0.00026815,-0.0015582,-0.0006633,-0.00077922,-0.2044,0.42648,-0.43996,-0.0082971,-0.00040859,-0.004155,-1.7162,-0.1474,-0.00016176,-9.223372036854776e+18,-0.00010197,0.00013957,9.223372036854776e+18,0.010928,-0.019575,-0.00084085,-0.00041347,-0.169,-0.0050316,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00076983,9.223372036854776e+18,0.0047001,-0.0043047,-0.00089167,-4.4316e-05,-0.00043893,-0.011609,-0.0029291,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00035744,0.00032905,9.223372036854776e+18,0.017075,-0.014259,-0.00092327,-0.00043804,-0.17377,-0.0062447,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00059596,0.00040435,9.223372036854776e+18,0.021362,-0.02551,-0.0015554,-0.0007702,-0.31518,-0.0095175,0,-9.223372036854776e+18,9.223372036854776e+18,0
CX11315,-9.5047e-05,-0.00026699,-0.000121,-0.0001323,-0.022686,0.19172,-0.15208,-0.0049713,-0.00018245,-0.00237,-0.36611,-0.063955,-3.4202e-06,-0.0018327,-0.0013136,-0.00090755,0.00057326,-0.31411,0.016465,-0.015385,-0.0024337,-0.00065091,-0.0011948,-0.036986,-0.007647,-8.8443e-05,0.060935,-0.00054919,-0.00028613,-0.00027662,-0.00323,0.15985,-0.20671,-0.0040206,-0.00016062,-0.0020107,-0.87805,-0.05912,-0.0034963,-0.0015669,-0.00056171,-0.00078498,-0.035557,0.26379,-0.21723,-0.0068129,-0.00029612,-0.0034402,-0.99075,-0.09909,-1.6177e-06,-1.0666,-2.1906e-06,7.2842e-05,3.1722,0.013357,-0.022929,-0.0016336,-0.00082563,-0.19303,-0.0049085,-9.223372036854776e+18,9.223372036854776e+18,-0.15963,-0.00079876,0.50563,0.0074267,-0.0050331,-0.0022209,-0.00024612,-0.0010708,-0.012755,-0.0032959,-9.223372036854776e+18,9.223372036854776e+18,-1.2312,-0.00013645,0.00016263,3.4734,0.016039,-0.0060547,-0.00078251,-0.00036584,-0.26522,-0.0053446,-9.223372036854776e+18,9.223372036854776e+18,-0.88276,-0.00037418,-0.00011862,2.5846,0.028913,-0.03876,-0.0017159,-0.00085846,-0.25899,-0.01605,0,-9.223372036854776e+18,9.223372036854776e+18,0
DL200,-8.998e-05,-0.00037708,-0.0001305,-0.00018818,-0.041032,0.15143,-0.13048,-0.0036095,-0.00010032,-0.0017223,-0.3174,-0.0677,-2.6663e-05,-0.0040075,-0.0013528,-0.0020045,-9.7314e-06,-0.68224,0.0056166,-0.0068959,-0.0028684,-0.00037863,-0.0014252,-0.03541,-0.0035598,-0.0004992,0.086643,-0.0017366,-0.00034936,-0.00087021,-0.16106,0.22388,-0.11376,-0.0053003,-0.0001843,-0.002635,-0.66254,-0.077737,-0.0056787,-0.0030406,-0.00060414,-0.0015215,-0.26415,0.23101,-0.27926,-0.0069456,-0.00037936,-0.0034761,-1.1144,-0.089421,-0.00025035,-9.223372036854776e+18,-0.00010211,0.00031496,9.223372036854776e+18,0.027343,0.0012889,-0.0013067,-0.00065664,-0.11908,-0.00359,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0010168,9.223372036854776e+18,0.0035285,-0.0028645,-0.0014287,-0.00013232,-0.00072872,-0.0088196,-0.0025111,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00014503,0.00033944,9.223372036854776e+18,0.0097939,-0.012036,-0.0013567,-0.00065574,-0.058698,-0.0056161,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00043453,0.00061467,9.223372036854776e+18,0.032352,-0.013664,-0.0019325,-0.00095646,-0.19999,-0.01306,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
DL226,-7.1651e-05,-0.00035635,-0.00011042,-0.00017792,-0.024919,0.27174,-0.43149,-0.0031827,-0.00012593,-0.0015838,-1.0838,-0.11458,-1.6578e-05,-0.0040214,-0.0013755,-0.0020133,0.00097516,-0.45942,0.019963,-0.011369,-0.005787,-0.00067234,-0.0029123,-0.048096,-0.0066999,-0.00044209,0.12368,-0.0015281,-0.0003786,-0.00076474,-0.086159,0.38001,-0.41636,-0.0066971,-0.00036058,-0.0034121,-1.0232,-0.13734,-0.0064802,-0.0023174,-0.00064195,-0.0011554,-0.20233,0.56455,-0.49213,-0.012061,-0.00069524,-0.0060162,-1.3232,-0.2194,-0.00012882,-9.223372036854776e+18,-0.00020135,0.0001494,9.223372036854776e+18,0.015723,-0.0082348,-0.0013717,-0.00066327,-0.29078,-0.006752,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00094865,9.223372036854776e+18,0.0043472,-0.0063219,-0.00074303,-0.00017352,-0.00036138,-0.010162,-0.0033057,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00046197,0.00044662,9.223372036854776e+18,0.022794,-0.020041,-0.0012168,-0.00061249,-0.29145,-0.0088057,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00075697,0.00054372,9.223372036854776e+18,0.05081,-0.029488,-0.0018333,-0.00086344,-0.35887,-0.013056,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
DL238,-0.00010372,-0.00050349,-8.2144e-05,-0.00025169,-0.028289,0.17007,-0.24809,-0.0062178,-0.00011434,-0.0029387,-0.6453,-0.077932,-2.6993e-05,-0.0028951,-0.00067404,-0.001447,0.0015939,-0.25361,0.014893,-0.0196,-0.001153,-0.00029496,-0.00062473,-0.081858,-0.0090638,-0.00014702,0.055732,-0.0017192,-0.00024417,-0.00085834,-0.085819,0.21445,-0.2866,-0.0048521,-0.00016709,-0.0023836,-0.97148,-0.088862,-0.0042513,-0.0029089,-0.00036906,-0.0014492,-0.14716,0.3285,-0.39129,-0.0055693,-0.00028236,-0.0028243,-1.0603,-0.13363,-3.3016e-05,-9.223372036854776e+18,-0.00017558,9.5021e-05,9.223372036854776e+18,0.016902,-0.029211,-0.0016325,-0.00084087,-0.17791,-0.010295,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0011229,9.223372036854776e+18,0.0062965,-0.0051956,-0.0017973,-0.00015448,-0.00089727,-0.015444,-0.0042077,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00052687,0.00014122,9.223372036854776e+18,0.019471,-0.023289,-0.0014439,-0.00071347,-0.23636,-0.0096956,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00078758,0.0003559,9.223372036854776e+18,0.03929,-0.045657,-0.0023413,-0.0011457,-0.3286,-0.017922,0,-9.223372036854776e+18,9.223372036854776e+18,0
ECA246,-0.00019056,-0.0003379,-9.3355e-05,-0.00016896,-0.01694,0.095039,-0.060283,-0.0028232,-1.5958e-05,-0.0013715,-0.6652,-0.031323,-1.9085e-05,-0.0018102,-0.00086907,-0.00090451,0.0014239,-0.26003,0.022143,-0.015904,-0.0020347,-1.4527e-05,-0.0010103,-0.097011,-0.0095053,-0.00046029,0.0051142,-0.00074856,-0.0002676,-0.00037486,-0.0822,0.10623,-0.07889,-0.0033273,-1.7586e-05,-0.0016937,-0.90646,-0.035524,-0.0010009,-0.0020706,-0.00055653,-0.0010339,-0.18522,0.11027,-0.11315,-0.0048586,1.8608e-05,-0.0024691,-0.78979,-0.048802,-0.00032,-9.223372036854776e+18,-4.9161e-05,0.00019295,9.223372036854776e+18,0.023137,-0.013206,-0.0021301,-0.0010128,-0.1301,-0.0088464,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00064653,9.223372036854776e+18,0.0069866,-0.0052676,-0.0012093,-0.00010478,-0.0006613,-0.018837,-0.0034133,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00026593,0.00016598,9.223372036854776e+18,0.016512,-0.016722,-0.0020248,-0.0010164,-0.12146,-0.0087378,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00046032,0.00015839,9.223372036854776e+18,0.026898,-0.018328,-0.0034887,-0.0016013,-0.099158,-0.012852,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
ECA248,-2.3572e-05,-0.001037,-0.00011516,-0.00051661,-0.050238,0.79977,-0.71396,-0.011182,-0.00020967,-0.0055754,-2.8669,-0.26712,-3.7006e-05,-0.0068002,-0.0011143,-0.0033918,-0.0026557,-0.4132,0.048913,-0.069145,-0.0098257,-0.0009923,-0.0048848,-0.19823,-0.031002,-0.00025631,0.021921,-0.0027766,-0.00032949,-0.0013867,-0.072612,0.81162,-0.73229,-0.013237,-0.00035564,-0.0065595,-3.2931,-0.26795,-0.00039004,-0.0045395,-0.00059,-0.0022692,-0.13794,0.75996,-0.90555,-0.015548,-0.00047225,-0.0075614,-2.6161,-0.35049,-1.3356e-05,-9.223372036854776e+18,-0.00034669,4.411e-05,9.223372036854776e+18,0.045857,-0.036833,-0.001602,-0.00072845,-0.51421,-0.016692,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0017538,9.223372036854776e+18,0.010171,-0.0052766,-0.0022714,-9.901e-05,-0.0011009,-0.026979,-0.0056489,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00082212,0.00039191,9.223372036854776e+18,0.041622,-0.032242,-0.0020224,-0.00094087,-0.41756,-0.016264,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0011769,0.00038078,9.223372036854776e+18,0.041848,-0.075242,-0.0027557,-0.0013327,-0.56362,-0.02747,0,-9.223372036854776e+18,9.223372036854776e+18,0
ECA250,2.4207e-05,-0.0003224,-0.00011458,-0.00016233,-0.011436,0.40174,-0.55574,-0.0022477,-0.00012348,-0.0010414,-2.2472,-0.15062,-1.0648e-05,-0.0035264,-0.0013385,-0.0017596,0.001741,-0.56565,0.021965,-0.022558,-0.0053544,-0.00080699,-0.0026733,-0.057721,-0.0088357,-0.00030957,0.012484,-0.0018264,-0.00050023,-0.00091465,-0.16824,0.7194,-0.48335,-0.0054457,-0.00050918,-0.0027209,-1.9943,-0.17263,-0.0017682,-0.0043645,-0.00094928,-0.0021804,-0.34683,0.72054,-0.78949,-0.0076616,-0.0011262,-0.003919,-2.4398,-0.21882,-0.00026911,-0.78623,-3.989e-05,0.00014841,2.6294,0.00096576,-0.015907,-0.00060956,-0.00031043,-0.29956,-0.0018503,-9.223372036854776e+18,9.223372036854776e+18,-0.095793,-0.00042649,0.40933,0.0011581,-0.0021029,-0.00077268,-0.00015546,-0.0004047,-0.010413,-0.00043253,-9.223372036854776e+18,9.223372036854776e+18,-0.96654,-0.00023363,0.00030895,3.2201,0.0032827,-0.017881,-0.00086389,-0.00042667,-0.26576,-0.0042688,-9.223372036854776e+18,9.223372036854776e+18,-0.64251,-0.00040908,0.00034657,2.0217,0.015445,-0.015504,-0.0012997,-0.00065121,-0.41281,-0.0039329,0,-9.223372036854776e+18,9.223372036854776e+18,0
ECA251,-1.2146e-05,-0.0006228,-0.00010975,-0.00031171,-0.028682,0.57772,-0.52692,-0.0067398,-0.00013085,-0.0033276,-1.721,-0.16328,-3.4594e-05,-0.004668,-0.00094717,-0.0023278,-0.00026445,-0.25051,0.024779,-0.030762,-0.0059275,-0.00033535,-0.0029708,-0.10329,-0.01499,-0.00035309,0.022043,-0.002849,-0.00035794,-0.0014242,-0.10954,0.60746,-0.42698,-0.006754,-0.00023716,-0.0034003,-1.5955,-0.16396,-0.00087369,-0.0041666,-0.00067348,-0.0020709,-0.24595,0.64517,-0.81272,-0.0098272,-0.0004256,-0.0049216,-2.2039,-0.25823,-0.00025213,-9.223372036854776e+18,-0.00022222,0.00023211,9.223372036854776e+18,0.025896,-0.040185,-0.0021844,-0.00090142,-0.38947,-0.012236,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0012508,9.223372036854776e+18,0.0058808,-0.0082885,-0.0021115,-1.3433e-05,-0.001051,-0.017459,-0.0043923,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00057207,0.00055907,9.223372036854776e+18,0.041198,-0.020466,-0.0013718,-0.00068309,-0.36579,-0.012217,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00094701,0.00044202,9.223372036854776e+18,0.047137,-0.051848,-0.0018739,-0.0010124,-0.59078,-0.018876,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
ECA252,8.6937e-06,-0.00092049,-0.00014742,-0.00045969,-0.039182,0.059876,-0.054543,-0.0016003,-8.6271e-05,-0.00080876,-0.13994,-0.019102,-3.1443e-05,-0.004083,-0.00071715,-0.0020403,-0.00099639,-0.3038,0.012732,-0.010777,-0.0029142,-0.00032505,-0.0014598,-0.043514,-0.005614,-5.271e-05,0.051912,-0.0017212,-0.00024102,-0.00086019,-0.079531,0.024416,-0.064705,-0.0030059,-0.00014432,-0.001618,-0.42671,-0.014074,-0.0040737,-0.0027104,-0.00032805,-0.0013574,-0.12294,0.042577,-0.019234,-0.0038414,-0.00021754,-0.0019564,-0.24922,-0.013829,-5.9626e-05,-9.223372036854776e+18,-0.00023794,0.00023409,9.223372036854776e+18,0.0096045,-0.0056959,-0.0010315,-0.00050477,-0.058001,-0.0029478,-0.0014075,0.0042884,-9.223372036854776e+18,-0.00080285,9.223372036854776e+18,0.00095143,-0.00051348,-0.00062047,-8.8051e-05,-0.00032386,-0.0078464,0.00017986,-0.003976,0.0091681,-9.223372036854776e+18,-0.0003481,0.00050582,9.223372036854776e+18,0.0015766,-0.001302,-0.0011494,-0.00057212,-0.051926,-0.0016181,-0.0016036,0.0038301,-9.223372036854776e+18,-0.00052607,0.0005609,9.223372036854776e+18,0.0056911,-0.0097245,-0.00091554,-0.00045545,-0.084729,-0.0033753,-9.223372036854776e+18,-0.0021457,0.0064461,9.223372036854776e+18
ECA259,-0.00012507,-0.00028703,-0.00010944,-0.00014355,-0.031,0.29358,-0.28606,-0.0079419,-0.00020391,-0.0039615,-1.4732,-0.10552,-2.1087e-05,-0.0024366,-0.0014113,-0.0012139,0.0013889,-0.46835,0.025763,-0.030552,-0.0053922,-0.00044008,-0.0027286,-0.098167,-0.014147,-0.00052026,0.059538,-0.0012601,-0.00043994,-0.00063266,-0.13543,0.18205,-0.37824,-0.006846,-0.00023195,-0.0034015,-1.3485,-0.092935,-0.0063308,-0.0018078,-0.0007129,-0.00090468,-0.17772,0.47876,-0.36392,-0.010331,-0.00046285,-0.0051458,-1.3775,-0.18163,-0.00024126,-0.0091185,-5.1992e-05,6.7672e-05,0.1317,0.034752,-0.030904,-0.0013939,-0.0007008,-0.36452,-0.014842,-9.223372036854776e+18,9.223372036854776e+18,-0.0053988,-0.00036182,0.02193,0.0076429,-0.0053161,-0.0015439,-0.0001769,-0.00086713,-0.022137,-0.0041445,-9.223372036854776e+18,9.223372036854776e+18,-0.010069,-0.00013636,7.1642e-05,0.12177,0.03097,-0.024494,-0.0019125,-0.00093552,-0.28583,-0.014729,-9.223372036854776e+18,9.223372036854776e+18,-0.013951,-0.00014786,0.00011429,0.1248,0.050103,-0.047569,-0.0017696,-0.00088914,-0.39661,-0.01468,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
